Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,DateTimeStart,DateTimeEnd,EventType,PrimaryGenre,Description,CoverImageURL,TicketLink,AmountOfStages,AmountOfArtists,AdditionalInformation,PromotionalImagesURLs,PASystem,Turntable,CDJ,Mixer,Monitor,IsVisualsRequired,IsCancelled,EventId
490,t,f,2025-11-07 13:53:06.351+00,2025-11-07 13:53:06.351+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"𝐀𝐦𝐬𝐭𝐞𝐫𝐝𝐚𝐦 𝐃𝐚𝐧𝐜𝐞 𝐄𝐯𝐞𝐧𝐭 𝟐𝟎𝟐𝟓 𝐰𝐢𝐥𝐥 𝐰𝐢𝐭𝐧𝐞𝐬𝐬 𝐭𝐡𝐞 𝐫𝐞𝐭𝐮𝐫𝐧 𝐨𝐟 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐕𝐄, 𝐛𝐫𝐢𝐧𝐠𝐢𝐧𝐠 𝐭𝐡𝐞𝐢𝐫 𝐞𝐱𝐩𝐥𝐨𝐬𝐢𝐯𝐞 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐛𝐚𝐜𝐤 𝐭𝐨 𝐂𝐥𝐮𝐛 𝐉𝐨𝐡𝐧 𝐃𝐨𝐞 𝐟𝐨𝐫 𝐚 𝐯𝐞𝐫𝐲 𝐬𝐩𝐞𝐜𝐢𝐚𝐥 𝐀𝐃𝐄 𝐞𝐝𝐢𝐭𝐢𝐨𝐧.

𝐎𝐧 𝐒𝐚𝐭𝐮𝐫𝐝𝐚𝐲, 𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟐𝟓𝐭𝐡, 𝐰𝐞 𝐨𝐩𝐞𝐧 𝐭𝐡𝐞 𝐝𝐨𝐨𝐫𝐬 𝐟𝐫𝐨𝐦 𝟐𝟑:𝟎𝟎 𝐮𝐧𝐭𝐢𝐥 𝟎𝟖:𝟎𝟎, 𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐢𝐧𝐠 𝐭𝐡𝐞 𝐡𝐞𝐚𝐫𝐭 𝐨𝐟 𝐀𝐦𝐬𝐭𝐞𝐫𝐝𝐚𝐦 𝐢𝐧𝐭𝐨 𝐚 𝐬𝐚𝐧𝐜𝐭𝐮𝐚𝐫𝐲 𝐨𝐟 𝐫𝐞𝐥𝐞𝐧𝐭𝐥𝐞𝐬𝐬 𝐡𝐚𝐫𝐝 𝐭𝐞𝐜𝐡𝐧𝐨 𝐰𝐢𝐭𝐡 𝟒 𝐯𝐞𝐫𝐲 𝐬𝐩𝐞𝐜𝐢𝐚𝐥 𝐢𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐚𝐫𝐭𝐢𝐬𝐭𝐬 𝐭𝐡𝐚𝐭 𝐰𝐢𝐥𝐥 𝐛𝐞 𝐣𝐨𝐢𝐧𝐢𝐧𝐠 𝐭𝐡𝐢𝐬 𝐢𝐧𝐜𝐫𝐞𝐝𝐢𝐛𝐥𝐞 𝐧𝐢𝐠𝐡𝐭!

𝐅𝐨𝐥𝐥𝐨𝐰𝐢𝐧𝐠 𝐭𝐡𝐞 𝐬𝐮𝐜𝐜𝐞𝐬𝐬 𝐨𝐟 𝐨𝐮𝐫 𝐝𝐞𝐛𝐮𝐭 𝐞𝐯𝐞𝐧𝐭 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 – 𝐓𝐇𝐄 𝐎𝐑𝐈𝐆𝐈𝐍, 𝐰𝐞 𝐧𝐨𝐰 𝐥𝐞𝐯𝐞𝐥 𝐮𝐩 𝐰𝐢𝐭𝐡 𝐚𝐧 𝐨𝐟𝐟𝐢𝐜𝐢𝐚𝐥 𝐀𝐃𝐄 𝐬𝐡𝐨𝐰𝐜𝐚𝐬𝐞, 𝐩𝐮𝐬𝐡𝐢𝐧𝐠 𝐨𝐮𝐫 𝐯𝐢𝐬𝐢𝐨𝐧 𝐟𝐮𝐫𝐭𝐡𝐞𝐫 𝐭𝐡𝐚𝐧 𝐞𝐯𝐞𝐫 𝐛𝐞𝐟𝐨𝐫𝐞.

𝐄𝐱𝐩𝐞𝐜𝐭 𝐚 𝐧𝐢𝐠𝐡𝐭 𝐰𝐡𝐞𝐫𝐞 𝐭𝐞𝐜𝐡𝐧𝐨 𝐭𝐚𝐤𝐞𝐬 𝐚 𝐧𝐞𝐰 𝐟𝐨𝐫𝐦, 𝐬𝐨𝐮𝐧𝐝𝐬 𝐲𝐨𝐮’𝐯𝐞 𝐧𝐞𝐯𝐞𝐫 𝐡𝐞𝐚𝐫𝐝, 𝐞𝐧𝐞𝐫𝐠𝐲 𝐲𝐨𝐮’𝐯𝐞 𝐧𝐞𝐯𝐞𝐫 𝐟𝐞𝐥𝐭 𝐚𝐧𝐝 𝐚𝐧 𝐚𝐭𝐦𝐨𝐬𝐩𝐡𝐞𝐫𝐞 𝐰𝐡𝐞𝐫𝐞 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐦𝐞𝐞𝐭𝐬 𝐮𝐧𝐢𝐭𝐲.

𝐓𝐡𝐞 𝐥𝐢𝐧𝐞𝐮𝐩 𝐛𝐫𝐢𝐧𝐠𝐬 𝐭𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐞𝐬𝐭𝐚𝐛𝐥𝐢𝐬𝐡𝐞𝐝 𝐢𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥 𝐚𝐫𝐭𝐢𝐬𝐭𝐬, 𝐜𝐚𝐫𝐞𝐟𝐮𝐥𝐥𝐲 𝐜𝐮𝐫𝐚𝐭𝐞𝐝 𝐭𝐨 𝐝𝐞𝐥𝐢𝐯𝐞𝐫 𝐚 𝐣𝐨𝐮𝐫𝐧𝐞𝐲 𝐭𝐡𝐚𝐭 𝐛𝐮𝐢𝐥𝐝𝐬, 𝐞𝐯𝐨𝐥𝐯𝐞𝐬, 𝐚𝐧𝐝 𝐫𝐞𝐛𝐨𝐫𝐧𝐬 𝐭𝐡𝐫𝐨𝐮𝐠𝐡𝐨𝐮𝐭 𝐭𝐡𝐞 𝐧𝐢𝐠𝐡𝐭, 𝐞𝐚𝐜𝐡 𝐚𝐫𝐭𝐢𝐬𝐭 𝐰𝐢𝐥𝐥 𝐛𝐫𝐢𝐧𝐠 𝐭𝐡𝐞𝐢𝐫 𝐨𝐰𝐧 𝐮𝐧𝐜𝐨𝐦𝐩𝐫𝐨𝐦𝐢𝐬𝐢𝐧𝐠 𝐬𝐨𝐮𝐧𝐝, 𝐰𝐡𝐢𝐥𝐞 𝐬𝐭𝐚𝐲𝐢𝐧𝐠 𝐭𝐫𝐮𝐞 𝐭𝐨 𝐭𝐡𝐞 𝐬𝐩𝐢𝐫𝐢𝐭 𝐨𝐟 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐕𝐄.

𝐉𝐨𝐢𝐧 𝐮𝐬 𝐟𝐨𝐫 𝐚 𝐧𝐢𝐠𝐡𝐭 𝐰𝐡𝐞𝐫𝐞 𝐀𝐦𝐬𝐭𝐞𝐫𝐝𝐚𝐦’𝐬 𝐡𝐞𝐚𝐫𝐭 𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐬 𝐢𝐧𝐭𝐨 𝐚 𝐩𝐮𝐥𝐬𝐢𝐧𝐠 𝐜𝐞𝐧𝐭𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐠𝐥𝐨𝐛𝐚𝐥 𝐡𝐚𝐫𝐝 𝐭𝐞𝐜𝐡𝐧𝐨 𝐦𝐨𝐯𝐞𝐦𝐞𝐧𝐭 𝐩𝐨𝐰𝐞𝐫𝐞𝐝 𝐛𝐲 𝐟𝐨𝐫𝐜𝐞, 𝐒𝟏𝐍𝟑𝐑𝐆𝐘, 𝐚𝐧𝐝 𝐚 𝐜𝐫𝐨𝐰𝐝 𝐭𝐡𝐚𝐭 𝐧𝐞𝐯𝐞𝐫 𝐤𝐧𝐨𝐰𝐬 𝐰𝐡𝐞𝐧 𝐭𝐨 𝐬𝐭𝐨𝐩.
Event admin
S1N3RGYCOLLECTIVE
Update this event
",,,0,0,,{},,,,,,f,f,506
491,t,f,2025-11-07 13:54:41.23+00,2025-11-07 13:54:41.23+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐕𝐄 𝐏𝐑𝐄𝐒𝐄𝐍𝐓𝐒: 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 – 𝐓𝐇𝐄 𝐎𝐑𝐈𝐆𝐈𝐍

𝐎𝐧 𝐒𝐚𝐭𝐮𝐫𝐝𝐚𝐲 𝟑𝟎 𝐀𝐮𝐠𝐮𝐬𝐭, 𝐂𝐥𝐮𝐛 𝐉𝐨𝐡𝐧 𝐃𝐨𝐞 𝐰𝐢𝐥𝐥 𝐛𝐞 𝐭𝐚𝐤𝐞𝐧 𝐨𝐯𝐞𝐫 𝐛𝐲 𝐚𝐧 𝐮𝐧𝐬𝐭𝐨𝐩𝐩𝐚𝐛𝐥𝐞 𝐟𝐨𝐫𝐜𝐞 𝐨𝐟 𝐡𝐚𝐫𝐝 𝐭𝐞𝐜𝐡𝐧𝐨 𝐚𝐬 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐕𝐄 𝐏𝐑𝐄𝐒𝐄𝐍𝐓𝐒: 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 - 𝐓𝐇𝐄 𝐎𝐑𝐈𝐆𝐈𝐍.

𝐓𝐡𝐢𝐬 𝐢𝐬𝐧’𝐭 𝐣𝐮𝐬𝐭 𝐚𝐧𝐨𝐭𝐡𝐞𝐫 𝐧𝐢𝐠𝐡𝐭, 𝐰𝐢𝐭𝐡 𝐭𝐡𝐞 𝐛𝐢𝐫𝐭𝐡 𝐨𝐟 𝐨𝐮𝐫 𝐜𝐨𝐥𝐥𝐞𝐜𝐭𝐢𝐯𝐞, 𝐂𝐥𝐮𝐛 𝐉𝐨𝐡𝐧 𝐃𝐨𝐞 𝐰𝐢𝐥𝐥 𝐛𝐞𝐜𝐨𝐦𝐞 𝐀𝐦𝐬𝐭𝐞𝐫𝐝𝐚𝐦’𝐬 𝐮𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐡𝐚𝐫𝐝 𝐭𝐞𝐜𝐡𝐧𝐨 𝐝𝐞𝐬𝐭𝐢𝐧𝐚𝐭𝐢𝐨𝐧, 𝐚 𝐣𝐨𝐮𝐫𝐧𝐞𝐲 𝐟𝐮𝐞𝐥𝐞𝐝 𝐛𝐲 𝐚𝐧 𝐢𝐧𝐜𝐫𝐞𝐝𝐢𝐛𝐥𝐞 𝐥𝐢𝐧𝐞-𝐮𝐩, 𝐩𝐨𝐰𝐞𝐫𝐟𝐮𝐥 𝐬𝐞𝐭𝐬, 𝐡𝐢𝐠𝐡 𝐞𝐧𝐞𝐫𝐠𝐲 𝐜𝐫𝐨𝐰𝐝𝐬, 𝐚𝐧𝐝 𝐚𝐧 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐥𝐢𝐤𝐞 𝐧𝐨 𝐨𝐭𝐡𝐞𝐫.

𝐖𝐢𝐭𝐡 𝐀𝐗𝐋 𝐚𝐬 𝐡𝐞𝐚𝐝𝐥𝐢𝐧𝐞𝐫, 𝐞𝐱𝐩𝐞𝐜𝐭 𝐚 𝐧𝐢𝐠𝐡𝐭 𝐭𝐡𝐚𝐭 𝐬𝐡𝐚𝐤𝐞𝐬 𝐭𝐡𝐞 𝐰𝐚𝐥𝐥𝐬 𝐚𝐧𝐝 𝐤𝐞𝐞𝐩𝐬 𝐭𝐡𝐞 𝐜𝐫𝐨𝐰𝐝 𝐥𝐨𝐜𝐤𝐞𝐝 𝐢𝐧 𝐟𝐫𝐨𝐦 𝐬𝐭𝐚𝐫𝐭 𝐭𝐨 𝐟𝐢𝐧𝐢𝐬𝐡.

𝐃𝐌𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐰𝐢𝐥𝐥 𝐩𝐮𝐬𝐡 𝐭𝐡𝐞 𝐧𝐢𝐠𝐡𝐭 𝐞𝐯𝐞𝐧 𝐟𝐮𝐫𝐭𝐡𝐞𝐫 𝐰𝐢𝐭𝐡 𝐭𝐡𝐞𝐢𝐫 𝐬𝐢𝐠𝐧𝐚𝐭𝐮𝐫𝐞 𝐒𝟏𝐍𝟑𝐑𝐆𝐄𝐓𝐈𝐂 𝐩𝐨𝐰𝐞𝐫, 𝐮𝐧𝐫𝐞𝐥𝐞𝐚𝐬𝐞𝐝 𝐦𝐚𝐭𝐞𝐫𝐢𝐚𝐥, 𝐚𝐧𝐝 𝐚 𝐬𝐭𝐚𝐠𝐞 𝐩𝐫𝐞𝐬𝐞𝐧𝐜𝐞 𝐭𝐡𝐚𝐭 𝐜𝐨𝐦𝐦𝐚𝐧𝐝𝐬 𝐭𝐡𝐞 𝐫𝐨𝐨𝐦.

𝐕-𝐓𝐄𝐂, 𝐚 𝐡𝐚𝐫𝐝 𝐭𝐞𝐜𝐡𝐧𝐨 𝐃𝐉 & 𝐩𝐫𝐨𝐝𝐮𝐜𝐞𝐫 𝐟𝐫𝐨𝐦 𝐏𝐨𝐫𝐭𝐮𝐠𝐚𝐥 𝐧𝐨𝐰 𝐛𝐚𝐬𝐞𝐝 𝐢𝐧 𝐭𝐡𝐞 𝐍𝐞𝐭𝐡𝐞𝐫𝐥𝐚𝐧𝐝𝐬, 𝐡𝐚𝐬 𝐫𝐚𝐩𝐢𝐝𝐥𝐲 𝐛𝐞𝐜𝐨𝐦𝐞 𝐨𝐧𝐞 𝐨𝐟 𝐭𝐡𝐞 𝐦𝐨𝐬𝐭 𝐞𝐱𝐜𝐢𝐭𝐢𝐧𝐠 𝐧𝐚𝐦𝐞𝐬 𝐢𝐧 𝐭𝐡𝐞 𝐏𝐨𝐫𝐭𝐮𝐠𝐮𝐞𝐬𝐞 𝐬𝐜𝐞𝐧𝐞, 𝐡𝐢𝐬 𝐡𝐢𝐠𝐡 𝐞𝐧𝐞𝐫𝐠𝐲 𝐬𝐞𝐭𝐬 𝐚𝐧𝐝 𝐚𝐠𝐠𝐫𝐞𝐬𝐬𝐢𝐯𝐞 𝐲𝐞𝐭 𝐞𝐦𝐨𝐭𝐢𝐨𝐧𝐚𝐥 𝐬𝐨𝐮𝐧𝐝 𝐚𝐫𝐞 𝐫𝐞𝐚𝐝𝐲 𝐭𝐨 𝐝𝐫𝐢𝐯𝐞 𝐭𝐡𝐞 𝐧𝐢𝐠𝐡𝐭 𝐢𝐧𝐭𝐨 𝐨𝐯𝐞𝐫𝐝𝐫𝐢𝐯𝐞.

𝐓𝐰𝐨 𝐫𝐢𝐬𝐢𝐧𝐠 𝐃𝐉𝐬 𝐰𝐢𝐥𝐥 𝐚𝐥𝐬𝐨 𝐞𝐚𝐫𝐧 𝐭𝐡𝐞𝐢𝐫 𝐬𝐩𝐨𝐭 𝐯𝐢𝐚 𝐭𝐡𝐞 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐕𝐄 𝐃𝐉 𝐂𝐨𝐧𝐭𝐞𝐬𝐭.

𝐓𝐢𝐜𝐤𝐞𝐭𝐬 𝐚𝐫𝐞 𝐦𝐨𝐯𝐢𝐧𝐠 𝐟𝐚𝐬𝐭, 𝐥𝐨𝐜𝐤 𝐲𝐨𝐮𝐫𝐬 𝐢𝐧 𝐯𝐢𝐚 𝐭𝐡𝐞 𝐥𝐢𝐧𝐤 𝐢𝐧 𝐛𝐢𝐨.

𝐔𝐧𝐢𝐭𝐞𝐝 𝐛𝐲 𝐬𝐨𝐮𝐧𝐝. 𝐃𝐫𝐢𝐯𝐞𝐧 𝐛𝐲 𝐒𝟏𝐍𝟑𝐑𝐆𝐘.

𝐖𝐞𝐥𝐜𝐨𝐦𝐞 𝐭𝐨 𝐒𝟏𝐍𝟑𝐑𝐆𝐘 - 𝐓𝐇𝐄 𝐎𝐑𝐈𝐆𝐈𝐍.",,,0,0,,{},,,,,,f,f,507
492,t,f,2025-11-07 13:55:49.889+00,2025-11-07 13:55:49.889+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Charlie Sparks is a force of nature in the electronic music scene, renowned for his electrifying presence and infectious energy. His signature sound seamlessly fuses elements of Acid, Industrial, Rave, and Psytrance, creating a relentless and captivating groove that keeps audiences on the edge of their seats. With meticulous attention to detail in both his productions and live performances, Charlie masterfully crafts an unstoppable momentum that resonates deeply with fans. His distinctive hazardous persona has quickly garnered support from industry heavyweights such as Amelie Lens, 999999999, and a growing roster of influential artists.

On August 14th, holiday eve, Charlie Sparks makes his highly anticipated return to Lisbon, this time for his debut at Riktus.

Prepare for an unforgettable night of pure hard techno, where intensity and energy collide. Don't miss this chance to experience Charlie Sparks live and feel the raw power of his sound!",,,0,0,,{},,,,,,f,f,508
493,t,f,2025-11-07 13:57:25.225+00,2025-11-07 13:57:25.225+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"NOZZ
Parsa Jafari 
V-TEC 
Estrago Showcase",,,0,0,,{},,,,,,f,f,509
496,t,f,2025-11-07 14:01:16.541+00,2025-11-07 14:01:16.541+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Stëh
GADDAM
Max Deme
MONA
V-TEC
+ secret guests

Satiata Non Stop: An Innovative Musical Experience

Satiata Non Stop is a project that promises to revolutionize the nights at Ministerium Club or wherever it goes. With a unique and original concept, this event stands out for its fusion of different techno styles, including trance, groove, and bounce, creating a diverse and immersive sonic experience.

5 artists (+ surprise guests), 4 CDJs, 2 Mixers, no Time-table - an original Riktus Experience

Riktus is a judgment-free techno event!",,,0,0,,{},,,,,,f,f,512
497,t,f,2025-11-07 14:02:29.318+00,2025-11-07 14:02:29.318+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"We're proud to present DANIELLA DA SILVA for the first time in Lisbon.

Daniella da Silva
Anastasiya Ty 
Madson Carpenter 
V-TEC
",,,0,0,,{},,,,,,f,f,513
498,t,f,2025-11-07 14:03:39.291+00,2025-11-07 14:03:39.291+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Disturb weekend festival is back!

Friday 23:00-09:00
Saturday 23:00-12:00

Get ready to rave!!

Vendex 
Onlynumbers
William Luck 
PISAPIA (IT) 
NEGITIV
Toni Alvarez
Carol d'Souza 
DIMENSION 9 
GADDAM
V-TEC  
Ana Dimco 
Anastasiya Ty 
DJINNMUSIC 
Trik (2) 
Thaïs LORME
ophell
",,,0,0,,{},,,,,,f,f,514
499,t,f,2025-11-07 14:04:52.355+00,2025-11-07 14:04:52.355+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Hard level are back in KØMPLEX.
Angel Karel 
Viegas 
V-TEC 
Anastasiya Ty 
Vadym",,,0,0,,{},,,,,,f,f,515
500,t,f,2025-11-07 14:06:01.56+00,2025-11-07 14:06:01.56+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Rage Rave invites one of the most talented hard techno artist from Netherlands, master Don Woezik. Join us!
Don Woezik 
Anastasiya Ty 
Nida 
Trik (2) 
V-TEC",,,0,0,,{},,,,,,f,f,516
501,t,f,2025-11-07 14:07:10.66+00,2025-11-07 14:07:10.66+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"CARV
DIMENSION 9  
Stëh 
V-TEC 
Anastasiya Ty",,,0,0,,{},,,,,,f,f,517
502,t,f,2025-11-07 14:08:13.456+00,2025-11-07 14:08:13.456+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Bentech
V-TEC
DJINNMUSIC 
Daskzi",,,0,0,,{},,,,,,f,f,518
503,t,f,2025-11-07 14:09:32.939+00,2025-11-07 14:09:32.939+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"We welcome back the talented Pink Boy CLTX + Messiahwaits and our powerful residents.
",,,0,0,,{},,,,,,f,f,519
504,t,f,2025-11-07 14:10:36.297+00,2025-11-07 14:10:36.297+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Disturb joined forces with Tutty Frutty for the promessing Xmas Rave at KØMPLEX Airport.
",,,0,0,,{},,,,,,f,f,520
505,t,f,2025-11-07 14:31:55.533+00,2025-11-07 14:31:55.533+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Two souls, one ritual.
On August 16th, the walls of Temple will echo with deeper meaning.
A dual birthday celebration for SEV!L!R and NEPTUN becomes a night of transformation.
From Berlin to Istanbul, CARL HAZE joins the ceremony —
alongside Temple’s rising forces:
ONI BLVCK, REZUGO, R.U.H, BERKAI, SLAMAZEL, SU

This is where personal becomes powerful.
This is Temple.
İki ruh, tek ritüel.
16 Ağustos’ta Temple’ın duvarları bu kez daha derin bir anlamla titreşecek.
SEV!L!R ve NEPTUN, doğum günlerini dönüşümle kutsanmış bir geceye çeviriyor.
Berlin’den İstanbul’a, CARL HAZE bu ritüele eşlik ediyor —
ve Temple ailesiyle birlikte sahnede olacaklar:
ONI BLVCK, REZUGO, R.U.H, BERKAI, SLAMAZEL, SU",,,0,0,,{},,,,,,f,f,521
506,t,f,2025-11-07 14:33:08.244+00,2025-11-07 14:33:08.244+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Experience the magic of Techno am Wasser – where exceptional electronic grooves blend with open-air euphoria. Dance in the sun and later under the stars, as the music gradually intensifies from smooth to hard, all while being surrounded by a vibrant community that lives for the music. Tickets available from €5 to €10.50, but only while stock lasts. Secure yours before it’s too late…

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

◤ LINE UP (A-Z)

CARL HAZE (Techno Vienna)
CRAZY SONIC (Zuckerwatt)
JOEY (Herzfrequenz)
PIZ NADJINI (nknwn)
STELLA SKY (Techno Vienna)

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

◤ INTRODUCTION

For the last four years, Techno am Wasser has been Vienna’s open-air destination for exceptional electronic grooves, located at one of the city’s best summer hotspots. Easily accessible by public transport, we return to the waterfront to start a new chapter, filled with deep hypnotic beats, open-air euphoria, and a community that truly lives for the music.

Last year’s energy was unmatched. Admission stops, unforgettable moments, and a dance floor that felt like home. For this season, we’re taking it even further. Expect a carefully curated lineup of forward-thinking artists, an intimate yet electrifying atmosphere, and the unique experience that defines these nights.

Grab your ticket now to secure your spot, and don't forget to spread the word to your friends. Let’s make this season unforgettable together.

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

◤ TICKETS

After multiple sold-out events with admission stops, we unfortunately had to turn away too many people, which we deeply regret. To prevent this and ensure smoother access for everyone, we are now shifting to a pre-sale system. The price reflects the average past donation, keeping it accessible while offering a more organized experience. No stress, no waiting, just pure music.
",,,0,0,,{},,,,,,f,f,522
507,t,f,2025-11-07 14:34:46.675+00,2025-11-07 14:34:46.675+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Techno am Beach is Vienna's ultimate free open air event, formerly known as Techno Picknick, now rebranded to bring you an even better experience. Where the city's vibrant electronic music scene meets the laid-back beach lifestyle.

Held at the Vienna City Beach Club, a large venue with plenty of space to dance, relax, or even swim in the Danube, this event brings together great music, good vibes, and a community that loves to unwind while feeling the sand between their toes.

With excellent food and drinks, including cocktails and shisha, you can enjoy an unforgettable day on the beach, all while soaking in the sun and later dancing under the stars.

Musically, Techno am Beach offers a unique experience. You can expect the finest local talent, showcasing the best that Vienna's electronic scene has to offer. But we're also giving a platform to the amazing newcomers, who deserve to be heard.

Our music starts off with smoother, house-inspired beats, with a touch of disco to set the mood. As the evening progresses, the energy intensifies, transitioning into pumping global techno sounds, keeping the atmosphere vibrant and energetic until the very last track.

Tell your friends and just come by – because the best part? The entrance is free!

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

◤ LINE UP

TBA

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

◤ LOCATION: VIENNA CITY BEACH CLUB

Right on the Danube and just a short walk from U2 station “Donaustadtbrücke”, Vienna City Beach Club is where beach vibes meet city energy. With real sand, sunbeds, beach volleyball courts, and direct river access, it’s your summer escape in the city. Chill with a cocktail, take a swim, or dance as the sun sets and the DJ turns up the heat. Whether you're here to relax or rave, this place delivers. So grab your shades and let the beach party begin.

◤ PAYING: VCBC doesn’t just accept card payments – there are also plenty of service spots to keep bar queues short.

Am Kaisermühlendamm 106
Neue Donau Mitte 1220 Vienna

GPS: N 48.217739° O 16.429195°

▉ U1 STATION KAISERMÜHLEN ▉
> 92A/92B until ""Neue Donau Mitte""

▉ U2 STATION DONAUSTADTBRÜCKE ▉
> By Feet around 900m",,,0,0,,{},,,,,,f,f,523
516,t,f,2025-11-07 15:00:39.078+00,2025-11-07 15:00:39.078+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"On Friday November 29 we team up with Dynamic Reflection for a 30-hour takeover at TILLATEC.

Known for shaping the deeper and driving side of techno for well over a decade, the label brings their artists to Amsterdam for an extended journey that runs from Saturday night until Monday morning.

Across multiple rooms we’ll explore the full spectrum, from hypnotic grooves to peak time power, with a stacked lineup to match the occasion.",,https://ra.co/events/2273472,1,10,,{},Function-One / L-Acoustics (House System),2 × Technics SL-1200 / SL-1210,2 × Pioneer CDJ-3000,Pioneer DJM-900NXS2,2 × 12” Active DJ Booth Monitors,f,f,532
517,t,f,2025-11-07 15:04:35.439+00,2025-11-07 15:04:35.439+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Sinterklaasavond is about to hit different… On December 5, POING & The Planet are taking over TILLATEC, bringing the queen of Neoperreo, Dutch bubbling legends, local icons, and a performance program that’ll make you gag.
",,https://ra.co/events/2297341,1,5,,{},Function-One / L-Acoustics (House System),2 × Technics SL-1200 / SL-1210,2 × Pioneer CDJ-3000,Pioneer DJM-900NXS2,2 × 12” Active DJ Booth Monitors,f,f,533
